jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,奥妙洗衣液18.3斤超值 除菌除螨 大礼包 源自天然酵素(新老包装随机发货),https://item.jd.com/6930866.html,114.90,https://img11.360buyimg.com/n7/jfs/t1/9838/39/5964/201109/5be002dcEdc51a0d2/dfae0bd8600dc111.jpg,奥妙金纺京东自营旗舰店,https://mall.jd.com/index-1000001832.html,Void,自营|券66-10|满6-5,6930866
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市蓝月亮 深层洁净洗衣液（自然清香）1kg/瓶,https://item.jd.com/231415.html,24.80,https://img10.360buyimg.com/n7/jfs/t7495/71/1900646516/237309/fe3bdbf4/59a3cc84N7dc31fda.jpg,蓝月亮京东自营旗舰店,https://mall.jd.com/index-1000001195.html,Void,自营|3免1|京东超市,231415
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,卫新 香薰洗衣液（薰衣草） 4.26kg,https://item.jd.com/1039778.html,75.90,https://img13.360buyimg.com/n7/jfs/t30001/156/386731133/195726/5025a5bc/5bf21e4bN37a611d8.jpg,威露士京东自营旗舰店,https://mall.jd.com/index-1000001811.html,Void,自营|2件5折|PLUS,1039778
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市汰渍 全效360度洗衣液超值套装（洁雅百合）3kg*2+500g*6,https://item.jd.com/2795972.html,92.90,https://img12.360buyimg.com/n7/jfs/t1/23523/1/10711/281053/5c88d914E85ca47e6/48a0abecd2b37ac8.jpg,汰渍京东自营官方旗舰店,https://mall.jd.com/index-1000001829.html,Void,自营|2件9折|赠|京东超市,2795972
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,当妮 Downy 2合1柔顺洗衣液（淡粉樱花+淡雅罗兰）超值套装1.9kgX2+700gX2,https://item.jd.com/100002180519.html,99.90,https://img14.360buyimg.com/n7/jfs/t1/28666/26/5402/417851/5c735447Ef2e95f1d/37f0a0575b51bc91.jpg,当妮京东自营旗舰店,https://mall.jd.com/index-1000097069.html,Void,自营|PLUS,100002180519
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市汰渍 全效360度洗衣液（洁雅百合）3kg*2/瓶,https://item.jd.com/1339000.html,69.90,https://img10.360buyimg.com/n7/jfs/t21913/92/1198214007/488680/c2995233/5b2220f3Nfae7bb1d.jpg,汰渍京东自营官方旗舰店,https://mall.jd.com/index-1000001829.html,Void,自营|2件8折|京东超市,1339000
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市奥妙洗衣液16斤超值除菌除螨套装(3kg×2+1kg×2) 源自天然酵素(新老包装随机发货),https://item.jd.com/3919595.html,102.90,https://img10.360buyimg.com/n7/jfs/t21418/102/2502227652/271738/2432e6e4/5b5940b0N5c6401bd.jpg,奥妙金纺京东自营旗舰店,https://mall.jd.com/index-1000001832.html,Void,自营|每满95-30|京东超市,3919595
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,威露士多效洗衣液瓶装套装13.08斤（3kg洗衣液x2、300g内衣净x1，60ml消毒液x4）,https://item.jd.com/7564497.html,79.90,https://img12.360buyimg.com/n7/jfs/t18325/89/2493469623/374092/14956afe/5af4f576Nad5f82a9.jpg,威露士京东自营旗舰店,https://mall.jd.com/index-1000001811.html,Void,自营|PLUS,7564497
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,当妮 Downy 2合1柔顺洗衣液（淡粉樱花+淡雅罗兰）超值套装1.9kgX3,https://item.jd.com/100003175624.html,102.00,https://img14.360buyimg.com/n7/jfs/t1/15363/29/8116/422238/5c73546dE827b34ff/f25e862e040c3bc5.jpg,当妮京东自营旗舰店,https://mall.jd.com/index-1000097069.html,Void,自营|秒杀|PLUS,100003175624
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,蓝月亮洗衣液机洗手洗14.48斤套装：薰衣草3kg*2+手洗预涂500g*2+旅行装80g*3,https://item.jd.com/7631419.html,105.00,https://img14.360buyimg.com/n7/jfs/t21982/252/97602130/435219/29098e3c/5afb9fedN8e3850ef.jpg,蓝月亮京东自营旗舰店,https://mall.jd.com/index-1000001195.html,Void,自营|每满100-5|PLUS,7631419
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市立白 洗护合一新专辑洗衣液套装（7斤洗衣液+1kg空瓶）新旧包装随机发货,https://item.jd.com/1580955.html,33.90,https://img10.360buyimg.com/n7/jfs/t20734/73/999105781/289506/1ba00b5b/5b1e3268N1c0fa25a.jpg,立白京东自营旗舰店,https://mall.jd.com/index-1000001759.html,Void,自营|京东超市,1580955
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市汰渍 全效360度洗衣液超值套装（洁雅百合）3kg*4,https://item.jd.com/2646498.html,129.90,https://img13.360buyimg.com/n7/jfs/t21910/130/1258374275/530245/997d68c4/5b222127N27c2d3e5.jpg,汰渍京东自营官方旗舰店,https://mall.jd.com/index-1000001829.html,Void,自营|京东超市,2646498
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,当妮 Downy 2合1柔顺洗衣液（淡雅罗兰）3.7kg 洁净留香,https://item.jd.com/100002180513.html,59.90,https://img13.360buyimg.com/n7/jfs/t1/31448/25/3245/319808/5c7354dcEac9fce6b/69114fee445c8707.jpg,当妮京东自营旗舰店,https://mall.jd.com/index-1000097069.html,Void,自营,100002180513
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市蓝月亮 深层洁净洗衣液（薰衣草）1kg/瓶 （新老包装随机发货）,https://item.jd.com/231406.html,24.80,https://img11.360buyimg.com/n7/jfs/t8761/52/241075157/231061/a934f821/59a3ca01Nc53707d5.jpg,蓝月亮京东自营旗舰店,https://mall.jd.com/index-1000001195.html,Void,自营|3免1|京东超市,231406
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市超能11斤套装：双离子洗衣液（焕彩新生）1.5kg+500g*8 整箱装（新老包装随机发货）,https://item.jd.com/1948207.html,59.90,https://img12.360buyimg.com/n7/jfs/t7705/254/3119744545/198261/87a221d8/59eef025Nfd9024f9.jpg,超能京东自营官方旗舰店,https://mall.jd.com/index-1000001828.html,Void,自营|放心购|券108-12|2件9折|京东超市,1948207
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,妈妈壹选去污清洁洗衣液套装19.68斤（3kg皂液x3、300g内衣皂液x2、60ml消毒液x4和福袋一个）,https://item.jd.com/1545858.html,129.00,https://img13.360buyimg.com/n7/jfs/t1/24593/28/5455/423198/5c734617E80e4894e/46de931bb5789971.jpg,威露士京东自营旗舰店,https://mall.jd.com/index-1000001811.html,Void,自营|秒杀|每满139-30|PLUS,1545858
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,奥妙洗衣液淡雅樱花（含金纺馨香精华） 2kg*2 套装,,74.90,https://img13.360buyimg.com/n7/jfs/t24964/358/587930592/389111/9fd7dcc5/5b74df51N6bb648ec.jpg,奥妙金纺京东自营旗舰店,,Void,自营,8924813
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,当妮 Downy 2合1柔顺洗衣液（淡粉樱花）3.7kg 洁净留香,https://item.jd.com/100003175600.html,62.90,https://img10.360buyimg.com/n7/jfs/t1/11984/31/8999/310236/5c7353f3Ee7c584b7/c9d976b4004c5662.jpg,当妮京东自营旗舰店,https://mall.jd.com/index-1000097069.html,Void,自营|PLUS,100003175600
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市碧浪 Ariel 机洗超净洗衣液超值套装 (3kg*2+200g*4) 机洗专用 快洗（新老包装随机发货）,https://item.jd.com/4713934.html,102.00,https://img14.360buyimg.com/n7/jfs/t1/6513/24/14425/337633/5c54093dE87799e86/bc2a7fb45df42238.jpg,碧浪京东自营官方旗舰店,https://mall.jd.com/index-1000007387.html,Void,自营|PLUS|京东超市,4713934
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市蓝月亮 亮白增艳洗衣液（自然清香）3kg/瓶 （新老包装随机发货）,https://item.jd.com/329873.html,44.60,https://img13.360buyimg.com/n7/jfs/t7852/219/1910955190/255075/e66f619b/59a3be83N67d92648.jpg,蓝月亮京东自营旗舰店,https://mall.jd.com/index-1000001195.html,Void,自营|秒杀|京东超市,329873
jd,Shanghai,洗衣液,https://search.jd.com/s_new.php?keyword=%E6%B4%97%E8%A1%A3%E6%B6%B2&&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&stock=1&page=1&s=1&&click=0,1,京东超市蓝月亮洗衣液袋装亮白增艳1kg*3（薰衣草）,https://item.jd.com/5046574.html,38.40,https://img14.360buyimg.com/n7/jfs/t9055/66/115715690/206282/b13e8743/59a12042Nacd02726.jpg,蓝月亮京东自营旗舰店,https://mall.jd.com/index-1000001195.html,Void,自营|99选3件|京东超市,5046574
